%eval_id height_to_update dia1_to_update       obj_fn_1       obj_fn_2 
1                  0.02           0.02    18.84955592    6.283185307 
2                 0.038           0.02    30.15928947    11.93805208 
3                 0.056           0.02    41.46902303    17.59291886 
4                 0.074           0.02    52.77875658    23.24778564 
5                 0.092           0.02    64.08849013    28.90265241 
6                  0.11           0.02    75.39822369    34.55751919 
7                 0.128           0.02    86.70795724    40.21238597 
8                 0.146           0.02    98.01769079    45.86725274 
9                 0.164           0.02    109.3274243    51.52211952 
10                0.182           0.02    120.6371579     57.1769863 
11                  0.2           0.02    131.9468915    62.83185307 
12                 0.02          0.038    46.55840313    22.68229896 
13                0.038          0.038    68.04689688    43.09636802 
14                0.056          0.038    89.53539063    63.51043708 
15                0.074          0.038    111.0238844    83.92450615 
16                0.092          0.038    132.5123781    104.3385752 
17                 0.11          0.038    154.0008719    124.7526443 
18                0.128          0.038    175.4893656    145.1667133 
19                0.146          0.038    196.9778594    165.5807824 
20                0.164          0.038    218.4663531    185.9948515 
21                0.182          0.038    239.9548469    206.4089205 
22                  0.2          0.038    261.4433406    226.8229896 
23                 0.02          0.056    84.44601053    49.26017281 
24                0.038          0.056    116.1132645    93.59432834 
25                0.056          0.056    147.7805184    137.9284839 
26                0.074          0.056    179.4477724    182.2626394 
27                0.092          0.056    211.1150263    226.5967949 
28                 0.11          0.056    242.7822803    270.9309504 
29                0.128          0.056    274.4495342     315.265106 
30                0.146          0.056    306.1167882    359.5992615 
31                0.164          0.056    337.7840421     403.933417 
32                0.182          0.056    369.4512961    448.2675726 
33                  0.2          0.056      401.11855    492.6017281 
34                 0.02          0.074    132.5123781    86.01680686 
35                0.038          0.074    174.3583923     163.431933 
36                0.056          0.074    216.2044064    240.8470592 
37                0.074          0.074    258.0504206    318.2621854 
38                0.092          0.074    299.8964347    395.6773115 
39                 0.11          0.074    341.7424489    473.0924377 
40                0.128          0.074     383.588463    550.5075639 
41                0.146          0.074    425.4344771      627.92269 
42                0.164          0.074    467.2804913    705.3378162 
43                0.182          0.074    509.1265054    782.7529424 
44                  0.2          0.074    550.9725196    860.1680686 
45                 0.02          0.092    190.7575059    132.9522011 
46                0.038          0.092    242.7822803    252.6091821 
47                0.056          0.092    294.8070546    372.2661631 
48                0.074          0.092     346.831829    491.9231441 
49                0.092          0.092    398.8566033    611.5801251 
50                 0.11          0.092    450.8813776     731.237106 
51                0.128          0.092     502.906152     850.894087 
52                0.146          0.092    554.9309263     970.551068 
53                0.164          0.092    606.9557007    1090.208049 
54                0.182          0.092     658.980475     1209.86503 
55                  0.2          0.092    711.0052494    1329.522011 
56                 0.02           0.11    259.1813939    190.0663555 
57                0.038           0.11    321.3849285    361.1260755 
58                0.056           0.11     383.588463    532.1857955 
59                0.074           0.11    445.7919975    703.2455155 
60                0.092           0.11    507.9955321    874.3052355 
61                 0.11           0.11    570.1990666    1045.364955 
62                0.128           0.11    632.4026012    1216.424675 
63                0.146           0.11    694.6061357    1387.484395 
64                0.164           0.11    756.8096702    1558.544115 
65                0.182           0.11    819.0132048    1729.603835 
66                  0.2           0.11    881.2167393    1900.663555 
67                 0.02          0.128    337.7840421    257.3592702 
68                0.038          0.128    410.1663369    488.9826133 
69                0.056          0.128    482.5486316    720.6059565 
70                0.074          0.128    554.9309263    952.2292997 
71                0.092          0.128    627.3132211    1183.852643 
72                 0.11          0.128    699.6955158    1415.475986 
73                0.128          0.128    772.0778105    1647.099329 
74                0.146          0.128    844.4601053    1878.722672 
75                0.164          0.128       916.8424    2110.346015 
76                0.182          0.128    989.2246948    2341.969359 
77                  0.2          0.128     1061.60699    2573.592702 
78                 0.02          0.146    426.5654505     334.830945 
79                0.038          0.146    509.1265054    636.1787955 
80                0.056          0.146    591.6875604    937.5266461 
81                0.074          0.146    674.2486153    1238.874497 
82                0.092          0.146    756.8096702    1540.222347 
83                 0.11          0.146    839.3707252    1841.570198 
84                0.128          0.146    921.9317801    2142.918048 
85                0.146          0.146    1004.492835    2444.265899 
86                0.164          0.146     1087.05389    2745.613749 
87                0.182          0.146    1169.614945      3046.9616 
88                  0.2          0.146       1252.176     3348.30945 
89                 0.02          0.164    525.5256191    422.4813801 
90                0.038          0.164    618.2654342    802.7146221 
91                0.056          0.164    711.0052494    1182.947864 
92                0.074          0.164    803.7450645    1563.181106 
93                0.092          0.164    896.4848796    1943.414348 
94                 0.11          0.164    989.2246948     2323.64759 
95                0.128          0.164     1081.96451    2703.880832 
96                0.146          0.164    1174.704325    3084.114074 
97                0.164          0.164     1267.44414    3464.347316 
98                0.182          0.164    1360.183955    3844.580558 
99                  0.2          0.164     1452.92377    4224.813801 
100                0.02          0.182    634.6645479    520.3105753 
101               0.038          0.182    737.5831232     988.590093 
102               0.056          0.182    840.5016985    1456.869611 
103               0.074          0.182    943.4202739    1925.149129 
104               0.092          0.182    1046.338849    2393.428646 
105                0.11          0.182    1149.257425    2861.708164 
106               0.128          0.182       1252.176    3329.987682 
107               0.146          0.182    1355.094575      3798.2672 
108               0.164          0.182    1458.013151    4266.546717 
109               0.182          0.182    1560.931726    4734.826235 
110                 0.2          0.182    1663.850301    5203.105753 
111                0.02            0.2    753.9822369    628.3185307 
112               0.038            0.2    867.0795724    1193.805208 
113               0.056            0.2    980.1769079    1759.291886 
114               0.074            0.2    1093.274243    2324.778564 
115               0.092            0.2    1206.371579    2890.265241 
116                0.11            0.2    1319.468915    3455.751919 
117               0.128            0.2     1432.56625    4021.238597 
118               0.146            0.2    1545.663586    4586.725274 
119               0.164            0.2    1658.760921    5152.211952 
120               0.182            0.2    1771.858257     5717.69863 
121                 0.2            0.2    1884.955592    6283.185307 
